カテゴリ,物件名,住所,最寄りのアクセス_1,最寄りのアクセス_2,最寄りのアクセス_3,築年数,階数,階,家賃,管理費,敷金,礼金,間取,面積,URL
賃貸アパート,ＪＲ阪和線 和歌山駅 2階建 築27年,和歌山県和歌山市友田町４,ＪＲ阪和線/和歌山駅 歩4分,わかやま電鉄貴志川線/田中口駅 歩13分,ＪＲ阪和線/紀伊中ノ島駅 歩15分,築27年,2階建,2階,6.9万円,4000円,1万円,7万円,2LDK,46.8m2,https://suumo.jp/chintai/jnc_000084899960/?bc=100343549719
賃貸アパート,マルコ吹上,和歌山県和歌山市吹上３,ＪＲ紀勢本線/宮前駅 歩25分,南海本線/和歌山市駅 歩34分,わかやま電鉄貴志川線/田中口駅 歩34分,築12年,2階建,1階,5.7万円,2200円,-,5.7万円,1LDK,42m2,https://suumo.jp/chintai/jnc_000084605812/?bc=100323180169
賃貸アパート,ＪＲ紀勢本線 宮前駅 2階建 築12年,和歌山県和歌山市吹上３,ＪＲ紀勢本線/宮前駅 歩25分,南海本線/和歌山市駅 歩34分,わかやま電鉄貴志川線/田中口駅 歩34分,築12年,2階建,1階,5.7万円,2200円,-,5.7万円,1LDK,42m2,https://suumo.jp/chintai/jnc_000084605813/?bc=100328107513
賃貸一戸建て,六十谷戸建(K様),和歌山県和歌山市六十谷,ＪＲ阪和線/六十谷駅 歩18分,ＪＲ阪和線/紀伊中ノ島駅 歩57分,ＪＲ阪和線/紀伊駅 歩65分,築47年,2階建,-,3.9万円,-,3.9万円,7.8万円,4DK,82.17m2,https://suumo.jp/chintai/jnc_000084600188/?bc=100342724551
賃貸一戸建て,六十谷戸建(K様),和歌山県和歌山市六十谷,ＪＲ阪和線/六十谷駅 歩18分,ＪＲ阪和線/紀伊中ノ島駅 歩57分,ＪＲ阪和線/紀伊駅 歩65分,築47年,2階建,2階,3.9万円,-,3.9万円,7.8万円,4K,82.17m2,https://suumo.jp/chintai/jnc_000084981457/?bc=100346477331
賃貸アパート,南海本線 和歌山市駅 3階建 築6年,和歌山県和歌山市三筋目,南海本線/和歌山市駅 歩4分,ＪＲ紀勢本線/紀和駅 歩15分,南海本線/紀ノ川駅 歩29分,築6年,3階建,3階,5.7万円,5000円,-,5.7万円,1K,29.16m2,https://suumo.jp/chintai/jnc_000084336823/?bc=100339927812
賃貸アパート,ＪＲ阪和線 六十谷駅 2階建 築20年,和歌山県和歌山市善明寺,ＪＲ阪和線/六十谷駅 歩30分,南海本線/紀ノ川駅 歩30分,ＪＲ紀勢本線/紀和駅 歩42分,築20年,2階建,1階,5万円,4500円,5万円,5万円,1LDK,36m2,https://suumo.jp/chintai/jnc_000066501154/?bc=100265478393
賃貸アパート,ＪＲ阪和線 六十谷駅 2階建 築20年,和歌山県和歌山市善明寺,ＪＲ阪和線/六十谷駅 歩30分,南海本線/紀ノ川駅 歩30分,ＪＲ紀勢本線/紀和駅 歩42分,築20年,2階建,2階,5.2万円,4500円,5.2万円,5.2万円,1LDK,36m2,https://suumo.jp/chintai/jnc_000081922698/?bc=100325053845
賃貸アパート,ＪＲ阪和線 六十谷駅 2階建 築20年,和歌山県和歌山市善明寺,ＪＲ阪和線/六十谷駅 歩30分,南海本線/紀ノ川駅 歩30分,ＪＲ紀勢本線/紀和駅 歩42分,築20年,2階建,2階,5.3万円,4500円,5.3万円,5.3万円,1LDK,36m2,https://suumo.jp/chintai/jnc_000065789831/?bc=100265478424
賃貸マンション,南海和歌山港線 和歌山港駅 3階建 築35年,和歌山県和歌山市西小二里２,南海和歌山港線/和歌山港駅 歩34分,和歌山バス/西小二里 歩6分,,築35年,3階建,1階,4.7万円,4000円,-,-,3DK,55.66m2,https://suumo.jp/chintai/jnc_000084633683/?bc=100346479697
賃貸マンション,南海和歌山港線 和歌山港駅 3階建 築35年,和歌山県和歌山市西小二里２,南海和歌山港線/和歌山港駅 歩34分,和歌山バス/西小二里 歩6分,,築35年,3階建,1階,5万円,4000円,-,-,3DK,57.25m2,https://suumo.jp/chintai/jnc_000079455156/?bc=100311468146
賃貸マンション,ＪＲ紀勢本線 和歌山市駅 4階建 築42年,和歌山県和歌山市上町,ＪＲ紀勢本線/和歌山市駅 歩13分,南海和歌山港線/和歌山港駅 歩24分,ＪＲ紀勢本線/紀和駅 歩30分,築42年,4階建,3階,4万円,3000円,-,4万円,2DK,42m2,https://suumo.jp/chintai/jnc_000077987774/?bc=100335879402
賃貸マンション,雄ノ湊ハイツ,和歌山県和歌山市上町,南海本線/和歌山市駅 歩13分,ＪＲ紀勢本線/和歌山市駅 歩13分,ＪＲ阪和線/和歌山駅 歩38分,築42年,4階建,3階,4万円,3000円,-,4万円,2DK,39.6m2,https://suumo.jp/chintai/jnc_000055101611/?bc=100295919551
賃貸アパート,南海和歌山港線 和歌山港駅 2階建 築18年,和歌山県和歌山市西浜,南海和歌山港線/和歌山港駅 歩41分,ＪＲ紀勢本線/紀三井寺駅 歩52分,ＪＲ紀勢本線/宮前駅 歩69分,築18年,2階建,1階,5.5万円,3000円,1万円,5万円,2LDK,58.3m2,https://suumo.jp/chintai/jnc_000084440444/?bc=100340572509
賃貸アパート,南海和歌山港線 和歌山港駅 2階建 築18年,和歌山県和歌山市西浜,南海和歌山港線/和歌山港駅 歩41分,ＪＲ紀勢本線/紀三井寺駅 歩52分,ＪＲ紀勢本線/宮前駅 歩69分,築18年,2階建,2階,6.3万円,-,1万円,7万円,3LDK,73.72m2,https://suumo.jp/chintai/jnc_000084364331/?bc=100340754908
賃貸アパート,ＪＲ紀勢本線 紀三井寺駅 2階建 築22年,和歌山県和歌山市和歌川町,ＪＲ紀勢本線/紀三井寺駅 歩21分,ＪＲ紀勢本線/宮前駅 歩39分,わかやま電鉄貴志川線/竈山駅 歩49分,築22年,2階建,2階,3.4万円,4500円,-,3.4万円,1K,19.87m2,https://suumo.jp/chintai/jnc_000083922118/?bc=100255063745
賃貸アパート,ＪＲ紀勢本線 紀三井寺駅 2階建 築22年,和歌山県和歌山市和歌川町,ＪＲ紀勢本線/紀三井寺駅 歩21分,ＪＲ紀勢本線/宮前駅 歩39分,わかやま電鉄貴志川線/竈山駅 歩49分,築22年,2階建,1階,4.1万円,4500円,-,4.1万円,1K,19.87m2,https://suumo.jp/chintai/jnc_000082145811/?bc=100293378885
賃貸アパート,ＪＲ紀勢本線 紀三井寺駅 2階建 築22年,和歌山県和歌山市和歌川町,ＪＲ紀勢本線/紀三井寺駅 歩21分,ＪＲ紀勢本線/宮前駅 歩39分,わかやま電鉄貴志川線/竈山駅 歩49分,築22年,2階建,1階,4.1万円,4500円,-,4.1万円,1K,19.87m2,https://suumo.jp/chintai/jnc_000082145810/?bc=100255063764
賃貸アパート,ＪＲ紀勢本線 紀三井寺駅 2階建 築22年,和歌山県和歌山市和歌川町,ＪＲ紀勢本線/紀三井寺駅 歩21分,ＪＲ紀勢本線/宮前駅 歩39分,わかやま電鉄貴志川線/竈山駅 歩49分,築22年,2階建,1階,4.2万円,4500円,-,4.2万円,1K,19.87m2,https://suumo.jp/chintai/jnc_000083616452/?bc=100255063715
賃貸アパート,ＪＲ紀勢本線 紀三井寺駅 2階建 築22年,和歌山県和歌山市和歌川町,ＪＲ紀勢本線/紀三井寺駅 歩21分,ＪＲ紀勢本線/宮前駅 歩39分,わかやま電鉄貴志川線/竈山駅 歩49分,築22年,2階建,1階,4.2万円,4500円,-,4.2万円,1K,19.8m2,https://suumo.jp/chintai/jnc_000082418163/?bc=100255063741
賃貸アパート,ＪＲ紀勢本線 紀三井寺駅 2階建 築22年,和歌山県和歌山市和歌川町,ＪＲ紀勢本線/紀三井寺駅 歩21分,ＪＲ紀勢本線/宮前駅 歩39分,わかやま電鉄貴志川線/竈山駅 歩49分,築22年,2階建,2階,4.3万円,4500円,-,4.3万円,1K,19.87m2,https://suumo.jp/chintai/jnc_000081835145/?bc=100293533653
賃貸アパート,ＪＲ紀勢本線 紀三井寺駅 2階建 築22年,和歌山県和歌山市和歌川町,ＪＲ紀勢本線/紀三井寺駅 歩21分,ＪＲ紀勢本線/宮前駅 歩39分,わかやま電鉄貴志川線/竈山駅 歩49分,築22年,2階建,2階,4.4万円,4500円,-,4.4万円,1K,19.8m2,https://suumo.jp/chintai/jnc_000083028641/?bc=100293378883
賃貸マンション,ネスタ花山,和歌山県和歌山市鳴神,わかやま電鉄貴志川線/日前宮駅 歩19分,ＪＲ阪和線/和歌山駅 歩30分,ＪＲ和歌山線/田井ノ瀬駅 歩33分,築53年,4階建,2階,4.8万円,3000円,-,-,3LDK,66.82m2,https://suumo.jp/chintai/jnc_000072939149/?bc=100342417008
賃貸アパート,ＪＲ阪和線 紀伊駅 2階建 築17年,和歌山県和歌山市里,ＪＲ阪和線/紀伊駅 歩30分,ＪＲ和歌山線/布施屋駅 歩39分,ＪＲ和歌山線/千旦駅 歩51分,築17年,2階建,1階,5.3万円,4000円,5.3万円,-,1LDK,45.36m2,https://suumo.jp/chintai/jnc_000044949966/?bc=100338671706
賃貸アパート,清水ハイツ,和歌山県和歌山市園部,南海本線/紀ノ川駅 歩30分,南海本線/和歌山市駅 バス9分 (バス停)すみれ団地 歩4分,ＪＲ和歌山線/和歌山駅 バス24分 (バス停)すみれ団地 歩4分,築35年,2階建,2階,4.2万円,-,-,-,3DK,50.61m2,https://suumo.jp/chintai/jnc_000085404037/?bc=100346470933
賃貸アパート,清水ハイツ,和歌山県和歌山市園部,南海本線/紀ノ川駅 歩30分,南海本線/和歌山市駅 バス9分 (バス停)すみれ団地 歩4分,ＪＲ和歌山線/和歌山駅 バス24分 (バス停)すみれ団地 歩4分,築35年,2階建,1階,4.2万円,-,-,-,3DK,47.85m2,https://suumo.jp/chintai/jnc_000080038285/?bc=100213839782
賃貸一戸建て,市小路戸建,和歌山県和歌山市市小路,南海加太線/紀ノ川駅 歩9分,ＪＲ紀勢本線/紀和駅 歩26分,南海本線/和歌山市駅 歩33分,築51年,2階建,2階,5万円,-,5万円,5万円,5DK,126.44m2,https://suumo.jp/chintai/jnc_000054504368/?bc=100328016693
賃貸アパート,ＪＲ阪和線 紀伊駅 2階建 築15年,和歌山県和歌山市永穂,ＪＲ阪和線/紀伊駅 歩26分,ＪＲ和歌山線/千旦駅 歩49分,ＪＲ阪和線/六十谷駅 歩58分,築15年,2階建,1階,3.9万円,4000円,3.9万円,3.9万円,1K,24.84m2,https://suumo.jp/chintai/jnc_000051419792/?bc=100345155867
賃貸アパート,ＪＲ阪和線 紀伊駅 2階建 築15年,和歌山県和歌山市永穂,ＪＲ阪和線/紀伊駅 歩26分,ＪＲ和歌山線/千旦駅 歩49分,ＪＲ阪和線/六十谷駅 歩58分,築15年,2階建,1階,3.9万円,4000円,3.9万円,3.9万円,1K,24.84m2,https://suumo.jp/chintai/jnc_000073259076/?bc=100346542674
賃貸アパート,シャーメゾン小松原,和歌山県和歌山市小松原６,ＪＲ紀勢本線/宮前駅 歩28分,,,築13年,2階建,1階,6.1万円,3000円,6.1万円,-,1LDK,42.61m2,https://suumo.jp/chintai/jnc_000082617977/?bc=100346473118
賃貸アパート,クラウンハイツ関戸,和歌山県和歌山市関戸２,ＪＲ紀勢本線/紀三井寺駅 歩36分,南海本線/和歌山市駅 バス18分 (バス停)和歌浦口 歩6分,ＪＲ紀勢本線/宮前駅 歩48分,新築,2階建,2階,5.9万円,3000円,-,-,1LDK,46.37m2,https://suumo.jp/chintai/jnc_000083966354/?bc=100346502856
賃貸アパート,クラウンハイツ関戸,和歌山県和歌山市関戸２,ＪＲ紀勢本線/紀三井寺駅 歩36分,南海本線/和歌山市駅 バス18分 (バス停)和歌浦口 歩6分,ＪＲ紀勢本線/宮前駅 歩48分,新築,2階建,2階,6万円,3000円,-,-,1LDK,46.37m2,https://suumo.jp/chintai/jnc_000083966353/?bc=100345912805
賃貸一戸建て,一戸建１２２７０,和歌山県和歌山市新堀東２,南海本線/和歌山市駅 バス14分 (バス停)新堀橋 歩3分,ＪＲ紀勢本線/宮前駅 歩18分,ＪＲ阪和線/和歌山駅 バス20分 (バス停)新堀橋 歩3分,築51年,平屋,2階,4.9万円,-,9.8万円,-,3DK,59.6m2,https://suumo.jp/chintai/jnc_000049847351/?bc=100346517106
賃貸一戸建て,一戸建１２２７０,和歌山県和歌山市新堀東２,南海本線/和歌山市駅 バス14分 (バス停)新堀橋 歩3分,ＪＲ紀勢本線/宮前駅 歩18分,ＪＲ阪和線/和歌山駅 バス20分 (バス停)新堀橋 歩3分,築51年,平屋,1階,4.9万円,-,9.8万円,-,3DK,52.8m2,https://suumo.jp/chintai/jnc_000085177483/?bc=100345071589
賃貸一戸建て,ＪＲ紀勢本線 宮前駅 2階建 築51年,和歌山県和歌山市新堀東２,ＪＲ紀勢本線/宮前駅 歩18分,わかやま電鉄貴志川線/田中口駅 歩32分,ＪＲ阪和線/和歌山駅 歩37分,築51年,2階建,1階,4.9万円,-,9.8万円,-,3DK,59.6m2,https://suumo.jp/chintai/jnc_000050511819/?bc=100346517096
賃貸マンション,ＪＲ紀勢本線 紀和駅 6階建 築17年,和歌山県和歌山市西仲間町２,ＪＲ紀勢本線/紀和駅 歩5分,南海本線/和歌山市駅 歩15分,ＪＲ阪和線/紀伊中ノ島駅 歩15分,築17年,6階建,6階,5.7万円,5000円,-,-,1K,31.02m2,https://suumo.jp/chintai/jnc_000043112086/?bc=100341264737
賃貸マンション,メゾン十番丁,和歌山県和歌山市十番丁,南海本線/和歌山市駅 歩16分,ＪＲ紀勢本線/紀和駅 歩20分,ＪＲ阪和線/和歌山駅 歩20分,築37年,6階建,4階,4.7万円,5000円,9.4万円,9.4万円,1K,23.19m2,https://suumo.jp/chintai/jnc_000050210787/?bc=100346472446
賃貸マンション,メゾン十番丁,和歌山県和歌山市十番丁,南海本線/和歌山市駅 歩16分,ＪＲ紀勢本線/紀和駅 歩20分,ＪＲ阪和線/和歌山駅 歩20分,築37年,6階建,3階,4.7万円,5000円,9.4万円,9.4万円,1K,23.19m2,https://suumo.jp/chintai/jnc_000015099930/?bc=100346470108
賃貸マンション,メゾン十番丁,和歌山県和歌山市十番丁,南海本線/和歌山市駅 歩16分,ＪＲ紀勢本線/紀和駅 歩20分,ＪＲ阪和線/和歌山駅 歩20分,築37年,6階建,2階,4.7万円,5000円,9.4万円,9.4万円,ワンルーム,23.19m2,https://suumo.jp/chintai/jnc_000067821109/?bc=100343153202
賃貸マンション,メゾン十番丁,和歌山県和歌山市十番丁,南海本線/和歌山市駅 歩16分,ＪＲ紀勢本線/紀和駅 歩20分,ＪＲ阪和線/和歌山駅 歩20分,築37年,6階建,3階,5万円,5000円,10万円,10万円,1K,23.19m2,https://suumo.jp/chintai/jnc_000024208362/?bc=100346475282
賃貸マンション,メゾン十番丁,和歌山県和歌山市十番丁,南海本線/和歌山市駅 歩16分,ＪＲ紀勢本線/紀和駅 歩20分,ＪＲ阪和線/和歌山駅 歩20分,築37年,6階建,3階,5万円,5000円,10万円,10万円,1K,22.71m2,https://suumo.jp/chintai/jnc_000041025551/?bc=100345779907
賃貸マンション,メゾン十番丁,和歌山県和歌山市十番丁,南海本線/和歌山市駅 歩16分,ＪＲ紀勢本線/紀和駅 歩20分,ＪＲ阪和線/和歌山駅 歩20分,築37年,6階建,5階,7.8万円,8000円,15.6万円,15.6万円,1K,46.38m2,https://suumo.jp/chintai/jnc_000081809481/?bc=100346473254
賃貸マンション,ＪＲ紀勢本線 和歌山市駅 7階建 築37年,和歌山県和歌山市十番丁,ＪＲ紀勢本線/和歌山市駅 歩16分,南海本線/和歌山市駅 歩16分,南海和歌山港線/和歌山市駅 歩16分,築37年,7階建,4階,4.7万円,5000円,9.4万円,9.4万円,1K,23.19m2,https://suumo.jp/chintai/jnc_000050238368/?bc=100346478412
賃貸マンション,ＪＲ紀勢本線 和歌山市駅 7階建 築37年,和歌山県和歌山市十番丁,ＪＲ紀勢本線/和歌山市駅 歩16分,南海本線/和歌山市駅 歩16分,南海和歌山港線/和歌山市駅 歩16分,築37年,7階建,3階,5万円,5000円,10万円,10万円,1K,23.19m2,https://suumo.jp/chintai/jnc_000024275553/?bc=100346478094
賃貸マンション,ＪＲ紀勢本線 和歌山市駅 7階建 築37年,和歌山県和歌山市十番丁,ＪＲ紀勢本線/和歌山市駅 歩16分,南海本線/和歌山市駅 歩16分,南海和歌山港線/和歌山市駅 歩16分,築37年,7階建,5階,7.8万円,8000円,15.6万円,15.6万円,1K,46.38m2,https://suumo.jp/chintai/jnc_000081565783/?bc=100345583919
賃貸テラス・タウンハウス,アトラス西高松　Ａ棟,和歌山県和歌山市西高松２,南海本線/和歌山市駅 バス15分 (バス停)高松バス 歩5分,,,築19年,2階建,1階,9万円,3000円,-,-,3LDK,78.96m2,https://suumo.jp/chintai/jnc_000084800823/?bc=100346470434
賃貸マンション,ベレオＢｒｉｌｌｉａｎｔ,和歌山県和歌山市有家,ＪＲ阪和線/和歌山駅 歩23分,わかやま電鉄貴志川線/日前宮駅 歩9分,ＪＲ紀勢本線/宮前駅 歩25分,築7年,3階建,3階,8.2万円,5500円,2万円,15万円,2LDK,64.2m2,https://suumo.jp/chintai/jnc_000084890891/?bc=100343254940
賃貸マンション,ヤマイチＰＬＡＺＡ善明寺,和歌山県和歌山市善明寺,南海本線/紀ノ川駅 歩29分,,,築33年,3階建,2階,4.5万円,3000円,-,-,2DK,52.96m2,https://suumo.jp/chintai/jnc_000066922352/?bc=100346472050
賃貸アパート,リザーブハイツ谷口,和歌山県和歌山市松島,ＪＲ阪和線/六十谷駅 歩32分,ＪＲ阪和線/紀伊中ノ島駅 歩31分,ＪＲ和歌山線/田井ノ瀬駅 歩30分,築27年,2階建,2階,6万円,-,-,12万円,2LDK,61.71m2,https://suumo.jp/chintai/jnc_000078120402/?bc=100308953580
賃貸マンション,ＪＲ紀勢本線 宮前駅 4階建 築33年,和歌山県和歌山市手平４,ＪＲ紀勢本線/宮前駅 歩8分,わかやま電鉄貴志川線/田中口駅 歩23分,わかやま電鉄貴志川線/神前駅 歩28分,築33年,4階建,2階,3.4万円,3000円,-,3.4万円,1K,24.04m2,https://suumo.jp/chintai/jnc_000085345177/?bc=100346099182
賃貸マンション,タウンコーポCL,和歌山県和歌山市吉田,ＪＲ阪和線/和歌山駅 歩8分,わかやま電鉄貴志川線/田中口駅 歩17分,ＪＲ阪和線/紀伊中ノ島駅 歩15分,築52年,4階建,4階,4万円,5000円,4万円,4万円,2DK,40.5m2,https://suumo.jp/chintai/jnc_000078319163/?bc=100346473637
賃貸マンション,タウンコーポCL,和歌山県和歌山市吉田,ＪＲ阪和線/和歌山駅 歩8分,わかやま電鉄貴志川線/田中口駅 歩17分,ＪＲ阪和線/紀伊中ノ島駅 歩15分,築52年,4階建,4階,4万円,5000円,4万円,4万円,2DK,40.38m2,https://suumo.jp/chintai/jnc_000020901147/?bc=100295514886
賃貸マンション,タウンコーポCL,和歌山県和歌山市吉田,ＪＲ阪和線/和歌山駅 歩8分,わかやま電鉄貴志川線/田中口駅 歩17分,ＪＲ阪和線/紀伊中ノ島駅 歩15分,築52年,4階建,4階,5万円,6000円,5万円,5万円,2DK,40.5m2,https://suumo.jp/chintai/jnc_000084482314/?bc=100264400358
賃貸マンション,ＪＲ和歌山線 和歌山駅 5階建 築52年,和歌山県和歌山市吉田,ＪＲ和歌山線/和歌山駅 歩8分,ＪＲ紀勢本線/紀和駅 歩17分,わかやま電鉄貴志川線/田中口駅 歩17分,築52年,5階建,4階,4万円,5000円,4万円,4万円,2DK,40.5m2,https://suumo.jp/chintai/jnc_000084961116/?bc=100346470379
賃貸マンション,ＪＲ和歌山線 和歌山駅 5階建 築52年,和歌山県和歌山市吉田,ＪＲ和歌山線/和歌山駅 歩8分,ＪＲ紀勢本線/紀和駅 歩17分,わかやま電鉄貴志川線/田中口駅 歩17分,築52年,5階建,4階,5万円,6000円,5万円,5万円,2DK,40.38m2,https://suumo.jp/chintai/jnc_000084494068/?bc=100340920822
賃貸アパート,フォーシーズン和歌山I,和歌山県和歌山市内原,ＪＲ紀勢本線/黒江駅 歩25分,ＪＲ紀勢本線/紀三井寺駅 歩28分,ＪＲ阪和線/和歌山駅 歩93分,築30年,4階建,2階,6.1万円,6000円,-,-,3LDK,65.88m2,https://suumo.jp/chintai/jnc_000078296735/?bc=100312791215
賃貸アパート,フォーシーズン和歌山I,和歌山県和歌山市内原,ＪＲ紀勢本線/黒江駅 歩25分,ＪＲ紀勢本線/紀三井寺駅 歩28分,ＪＲ阪和線/和歌山駅 歩93分,築30年,4階建,1階,6.1万円,6000円,-,-,3LDK,65.88m2,https://suumo.jp/chintai/jnc_000077872095/?bc=100257807158
